WTP,Boost,noBoost,strategy,population
1200,0.8168,0.1832,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
1300,0.821,0.179,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
1400,0.8272,0.1728,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
1500,0.8312,0.1688,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
1600,0.8362,0.1638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
1700,0.84,0.16,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
1800,0.8438,0.1562,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
1900,0.8492,0.1508,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
2000,0.8558,0.1442,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
2100,0.8594,0.1406,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
2200,0.863,0.137,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
2300,0.8658,0.1342,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
2400,0.8694,0.1306,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
2500,0.8722,0.1278,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
2600,0.8762,0.1238,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
2700,0.8776,0.1224,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
2800,0.88,0.12,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
2900,0.8826,0.1174,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
3000,0.8852,0.1148,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
3100,0.8868,0.1132,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
3200,0.8894,0.1106,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
3300,0.8908,0.1092,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
3400,0.8926,0.1074,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
3500,0.8954,0.1046,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
3600,0.8984,0.1016,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
3700,0.9006,0.0994,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
3800,0.9028,0.0972,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
3900,0.906,0.094,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
4000,0.9076,0.0924,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
4100,0.9094,0.0906,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
4200,0.911,0.089,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
4300,0.9118,0.0882,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
4400,0.9134,0.0866,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
4500,0.915,0.085,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
4600,0.9154,0.0846,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
4700,0.9154,0.0846,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
4800,0.9164,0.0836,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
4900,0.919,0.081,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
5000,0.92,0.08,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
5100,0.9208,0.0792,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
5200,0.9212,0.0788,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
5300,0.9218,0.0782,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
5400,0.922,0.078,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
5500,0.923,0.077,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
5600,0.924,0.076,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
5700,0.9244,0.0756,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
5800,0.9248,0.0752,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
5900,0.9256,0.0744,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
6000,0.9262,0.0738,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
6100,0.9272,0.0728,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
6200,0.9276,0.0724,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
6300,0.9278,0.0722,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
6400,0.928,0.072,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
6500,0.9286,0.0714,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
6600,0.929,0.071,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
6700,0.9296,0.0704,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
6800,0.93,0.07,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
6900,0.9302,0.0698,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
7000,0.9302,0.0698,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
7100,0.9304,0.0696,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
7200,0.9304,0.0696,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
7300,0.9302,0.0698,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
7400,0.9306,0.0694,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
7500,0.9318,0.0682,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
7600,0.9324,0.0676,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
7700,0.9326,0.0674,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
7800,0.9326,0.0674,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
7900,0.933,0.067,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
8000,0.933,0.067,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
8100,0.9332,0.0668,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
8200,0.9336,0.0664,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
8300,0.9338,0.0662,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
8400,0.9344,0.0656,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
8500,0.9348,0.0652,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
8600,0.935,0.065,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
8700,0.9352,0.0648,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
8800,0.9354,0.0646,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
8900,0.9352,0.0648,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
9000,0.9352,0.0648,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
9100,0.9356,0.0644,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
9200,0.936,0.064,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
9300,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
9400,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
9500,0.937,0.063,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
9600,0.937,0.063,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
9700,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
9800,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
9900,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
10000,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
10100,0.936,0.064,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
10200,0.936,0.064,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
10300,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
10400,0.9364,0.0636,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
10500,0.9364,0.0636,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
10600,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
10700,0.9368,0.0632,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
10800,0.9368,0.0632,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
10900,0.937,0.063,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
11000,0.937,0.063,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
11100,0.937,0.063,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
11200,0.9364,0.0636,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
11300,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
11400,0.9368,0.0632,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
11500,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
11600,0.9364,0.0636,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
11700,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
11800,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
11900,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
12000,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
12100,0.937,0.063,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
12200,0.9372,0.0628,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
12300,0.937,0.063,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
12400,0.9372,0.0628,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
12500,0.9372,0.0628,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
12600,0.937,0.063,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
12700,0.9372,0.0628,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
12800,0.9374,0.0626,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
12900,0.9374,0.0626,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
13000,0.9374,0.0626,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
13100,0.9372,0.0628,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
13200,0.937,0.063,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
13300,0.9368,0.0632,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
13400,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
13500,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
13600,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
13700,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
13800,0.9368,0.0632,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
13900,0.937,0.063,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
14000,0.937,0.063,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
14100,0.937,0.063,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
14200,0.9368,0.0632,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
14300,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
14400,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
14500,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
14600,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
14700,0.9364,0.0636,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
14800,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
14900,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
15000,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
15100,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
15200,0.936,0.064,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
15300,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
15400,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
15500,0.936,0.064,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
15600,0.936,0.064,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
15700,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
15800,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
15900,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
16000,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
16100,0.9364,0.0636,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
16200,0.9364,0.0636,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
16300,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
16400,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
16500,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
16600,0.936,0.064,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
16700,0.936,0.064,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
16800,0.936,0.064,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
16900,0.936,0.064,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
17000,0.936,0.064,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
17100,0.936,0.064,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
17200,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
17300,0.9364,0.0636,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
17400,0.9364,0.0636,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
17500,0.9364,0.0636,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
17600,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
17700,0.9368,0.0632,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
17800,0.9368,0.0632,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
17900,0.9368,0.0632,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
18000,0.9368,0.0632,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
18100,0.9366,0.0634,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
18200,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
18300,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
18400,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
18500,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
18600,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
18700,0.9364,0.0636,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
18800,0.9364,0.0636,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
18900,0.9362,0.0638,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
19000,0.9358,0.0642,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
19100,0.9356,0.0644,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
19200,0.9356,0.0644,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
19300,0.9354,0.0646,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
19400,0.9354,0.0646,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
19500,0.9354,0.0646,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
19600,0.9352,0.0648,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
19700,0.9352,0.0648,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
19800,0.9352,0.0648,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
19900,0.9352,0.0648,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
